college_name,city,state,course_supported,fees
Santosh,Santosh,Uttar Pradesh,hec,80000
Santosh,Santosh,Uttar Pradesh,general,80000
Forest Research Institute,P.O.,Uttarakhand,mpc,80000
Forest Research Institute,P.O.,Uttarakhand,bipc,80000
Forest Research Institute,P.O.,Uttarakhand,cec,80000
Forest Research Institute,P.O.,Uttarakhand,hec,80000
Forest Research Institute,P.O.,Uttarakhand,general,80000
Gurukul Kangri vidyapeeth,Haridwar,Uttarakhand,mpc,80000
Gurukul Kangri vidyapeeth,Haridwar,Uttarakhand,bipc,80000
Gurukul Kangri vidyapeeth,Haridwar,Uttarakhand,cec,80000
Gurukul Kangri vidyapeeth,Haridwar,Uttarakhand,hec,80000
Gurukul Kangri vidyapeeth,Haridwar,Uttarakhand,general,80000
Graphic Era,Bell,Uttarakhand,mpc,80000
Graphic Era,Bell,Uttarakhand,bipc,80000
Graphic Era,Bell,Uttarakhand,cec,80000
Graphic Era,Bell,Uttarakhand,hec,80000
Graphic Era,Bell,Uttarakhand,general,80000
Ramakrishna Mission Vivekananda Educational  and Research Institute,P.O.,West Bengal,mpc,80000
Ramakrishna Mission Vivekananda Educational  and Research Institute,P.O.,West Bengal,bipc,80000
Ramakrishna Mission Vivekananda Educational  and Research Institute,P.O.,West Bengal,cec,80000
Ramakrishna Mission Vivekananda Educational  and Research Institute,P.O.,West Bengal,hec,80000
Ramakrishna Mission Vivekananda Educational  and Research Institute,P.O.,West Bengal,general,80000
Assam Don Bosco University,Azara,Assam,mpc,80000
Assam Don Bosco University,Azara,Assam,bipc,80000
Assam Don Bosco University,Azara,Assam,cec,80000
Assam Don Bosco University,Azara,Assam,hec,80000
Assam Don Bosco University,Azara,Assam,general,80000
Dr. C.V. Raman University,Kargi,Chhattisgarh,mpc,80000
Dr. C.V. Raman University,Kargi,Chhattisgarh,bipc,80000
Dr. C.V. Raman University,Kargi,Chhattisgarh,cec,80000
Dr. C.V. Raman University,Kargi,Chhattisgarh,hec,80000
Dr. C.V. Raman University,Kargi,Chhattisgarh,general,80000
MATS University,Arang,Chhattisgarh,mpc,80000
MATS University,Arang,Chhattisgarh,bipc,80000
MATS University,Arang,Chhattisgarh,cec,80000
MATS University,Arang,Chhattisgarh,hec,80000
MATS University,Arang,Chhattisgarh,general,80000
Charotar University of Science & Technology,CHARUSAT,Gujarat,mpc,60000
Charotar University of Science & Technology,CHARUSAT,Gujarat,bipc,60000
Charotar University of Science & Technology,CHARUSAT,Gujarat,cec,60000
Charotar University of Science & Technology,CHARUSAT,Gujarat,hec,60000
Charotar University of Science & Technology,CHARUSAT,Gujarat,general,60000
Calorx Teacher's University,Greenwood,Gujarat,mpc,80000
Calorx Teacher's University,Greenwood,Gujarat,bipc,80000
Calorx Teacher's University,Greenwood,Gujarat,cec,80000
Calorx Teacher's University,Greenwood,Gujarat,hec,80000
Calorx Teacher's University,Greenwood,Gujarat,general,80000
Dhirubhai Ambani Institute of Information and Communication Technology,Near,Gujarat,mpc,80000
Dhirubhai Ambani Institute of Information and Communication Technology,Near,Gujarat,bipc,80000
Dhirubhai Ambani Institute of Information and Communication Technology,Near,Gujarat,cec,80000
Dhirubhai Ambani Institute of Information and Communication Technology,Near,Gujarat,hec,80000
Dhirubhai Ambani Institute of Information and Communication Technology,Near,Gujarat,general,80000
Ganpat University,Ganpat,Gujarat,mpc,80000
Ganpat University,Ganpat,Gujarat,bipc,80000
Ganpat University,Ganpat,Gujarat,cec,80000
Ganpat University,Ganpat,Gujarat,hec,80000
Ganpat University,Ganpat,Gujarat,general,80000
Kadi  Sarva Vishwavidyalaya,Sarva,Gujarat,mpc,80000
Kadi  Sarva Vishwavidyalaya,Sarva,Gujarat,bipc,80000
Kadi  Sarva Vishwavidyalaya,Sarva,Gujarat,cec,80000
Kadi  Sarva Vishwavidyalaya,Sarva,Gujarat,hec,80000
Kadi  Sarva Vishwavidyalaya,Sarva,Gujarat,general,80000
Nirma University,Chharodi,Gujarat,mpc,80000
Nirma University,Chharodi,Gujarat,bipc,80000
Nirma University,Chharodi,Gujarat,cec,80000
Nirma University,Chharodi,Gujarat,hec,80000
Nirma University,Chharodi,Gujarat,general,80000
Pandit Deendayal petroleum University,At,Gujarat,mpc,80000
Pandit Deendayal petroleum University,At,Gujarat,bipc,80000
Pandit Deendayal petroleum University,At,Gujarat,cec,80000
Pandit Deendayal petroleum University,At,Gujarat,hec,80000
Pandit Deendayal petroleum University,At,Gujarat,general,80000
The Northcap University,A,Haryana,mpc,80000
The Northcap University,A,Haryana,bipc,80000
The Northcap University,A,Haryana,cec,80000
The Northcap University,A,Haryana,hec,80000
The Northcap University,A,Haryana,general,80000
O.P. Jindal Global University,Sonipat,Haryana,mpc,80000
O.P. Jindal Global University,Sonipat,Haryana,bipc,80000
O.P. Jindal Global University,Sonipat,Haryana,cec,80000
O.P. Jindal Global University,Sonipat,Haryana,hec,80000
O.P. Jindal Global University,Sonipat,Haryana,general,80000
Acharaya N.G.Ranga Agricultural University,Lam,Andhra Pradesh,mpc,80000
Acharaya N.G.Ranga Agricultural University,Lam,Andhra Pradesh,bipc,80000
Acharaya N.G.Ranga Agricultural University,Lam,Andhra Pradesh,cec,80000
Acharaya N.G.Ranga Agricultural University,Lam,Andhra Pradesh,hec,80000
Acharaya N.G.Ranga Agricultural University,Lam,Andhra Pradesh,general,80000
Acharaya Nagarjuna University,Nagarjuna,Andhra Pradesh,mpc,80000
Acharaya Nagarjuna University,Nagarjuna,Andhra Pradesh,bipc,80000
Acharaya Nagarjuna University,Nagarjuna,Andhra Pradesh,cec,80000
Acharaya Nagarjuna University,Nagarjuna,Andhra Pradesh,hec,80000
Acharaya Nagarjuna University,Nagarjuna,Andhra Pradesh,general,80000
Adikavi Nannaya University,Jayakrishnapuram,Andhra Pradesh,mpc,80000
Adikavi Nannaya University,Jayakrishnapuram,Andhra Pradesh,bipc,80000
Adikavi Nannaya University,Jayakrishnapuram,Andhra Pradesh,cec,80000
Adikavi Nannaya University,Jayakrishnapuram,Andhra Pradesh,hec,80000
Adikavi Nannaya University,Jayakrishnapuram,Andhra Pradesh,general,80000
Alagappa University,Alagappapuram,Tamil Nadu,mpc,80000
Alagappa University,Alagappapuram,Tamil Nadu,bipc,80000
Alagappa University,Alagappapuram,Tamil Nadu,cec,80000
Alagappa University,Alagappapuram,Tamil Nadu,hec,80000
Alagappa University,Alagappapuram,Tamil Nadu,general,80000
Aliah University,IIA/27,West Bengal,mpc,80000
Aliah University,IIA/27,West Bengal,bipc,80000
Aliah University,IIA/27,West Bengal,cec,80000
Aliah University,IIA/27,West Bengal,hec,80000
Aliah University,IIA/27,West Bengal,general,80000
Anand Agricultural University,Anand,Gujarat,mpc,80000
Anand Agricultural University,Anand,Gujarat,bipc,80000
Anand Agricultural University,Anand,Gujarat,cec,80000
Anand Agricultural University,Anand,Gujarat,hec,80000
Anand Agricultural University,Anand,Gujarat,general,80000
Dr. N.T.R. University of Health Sciences,Vijayawada,Andhra Pradesh,mpc,60000
Dr. N.T.R. University of Health Sciences,Vijayawada,Andhra Pradesh,bipc,60000
Dr. N.T.R. University of Health Sciences,Vijayawada,Andhra Pradesh,cec,60000
Dr. N.T.R. University of Health Sciences,Vijayawada,Andhra Pradesh,hec,60000
Dr. N.T.R. University of Health Sciences,Vijayawada,Andhra Pradesh,general,60000
Andhra University,Visakhapatnam,Andhra Pradesh,mpc,80000
Andhra University,Visakhapatnam,Andhra Pradesh,bipc,80000
Andhra University,Visakhapatnam,Andhra Pradesh,cec,80000
Andhra University,Visakhapatnam,Andhra Pradesh,hec,80000
Andhra University,Visakhapatnam,Andhra Pradesh,general,80000
Anna University,Sardar,Tamil Nadu,mpc,80000
Anna University,Sardar,Tamil Nadu,bipc,80000
Anna University,Sardar,Tamil Nadu,cec,80000
Anna University,Sardar,Tamil Nadu,hec,80000
Anna University,Sardar,Tamil Nadu,general,80000
Annamalai University,Annamalainagar,Tamil Nadu,mpc,80000
Annamalai University,Annamalainagar,Tamil Nadu,bipc,80000
Annamalai University,Annamalainagar,Tamil Nadu,cec,80000
Annamalai University,Annamalainagar,Tamil Nadu,hec,80000
Annamalai University,Annamalainagar,Tamil Nadu,general,80000
Assam Agricultural University,785,Assam,mpc,80000
Assam Agricultural University,785,Assam,bipc,80000
Assam Agricultural University,785,Assam,cec,80000
Assam Agricultural University,785,Assam,hec,80000
Assam Agricultural University,785,Assam,general,80000
Awadesh Pratap Singh University,486,Madhya Pradesh,mpc,80000
Awadesh Pratap Singh University,486,Madhya Pradesh,bipc,80000
Awadesh Pratap Singh University,486,Madhya Pradesh,cec,80000
Awadesh Pratap Singh University,486,Madhya Pradesh,hec,80000
Awadesh Pratap Singh University,486,Madhya Pradesh,general,80000
Baba Farid University of Health Sciences,151,Punjab,mpc,60000
Baba Farid University of Health Sciences,151,Punjab,bipc,60000
Baba Farid University of Health Sciences,151,Punjab,cec,60000
Baba Farid University of Health Sciences,151,Punjab,hec,60000
Baba Farid University of Health Sciences,151,Punjab,general,60000
Baba Ghulam Shah Badshah University,Chinnai,Jammu and Kashmir,mpc,80000
Baba Ghulam Shah Badshah University,Chinnai,Jammu and Kashmir,bipc,80000
Baba Ghulam Shah Badshah University,Chinnai,Jammu and Kashmir,cec,80000
Baba Ghulam Shah Badshah University,Chinnai,Jammu and Kashmir,hec,80000
Baba Ghulam Shah Badshah University,Chinnai,Jammu and Kashmir,general,80000
Babasaheb Bhimrao Ambedkar Bihar University,842,Bihar,mpc,80000
Babasaheb Bhimrao Ambedkar Bihar University,842,Bihar,bipc,80000
Babasaheb Bhimrao Ambedkar Bihar University,842,Bihar,cec,80000
Babasaheb Bhimrao Ambedkar Bihar University,842,Bihar,hec,80000
Babasaheb Bhimrao Ambedkar Bihar University,842,Bihar,general,80000
Bangalore University,Jnana,Karnataka,mpc,80000
Bangalore University,Jnana,Karnataka,bipc,80000
Bangalore University,Jnana,Karnataka,cec,80000
Bangalore University,Jnana,Karnataka,hec,80000
Bangalore University,Jnana,Karnataka,general,80000
Barkatullaah University,462,Madhya Pradesh,mpc,80000
Barkatullaah University,462,Madhya Pradesh,bipc,80000
Barkatullaah University,462,Madhya Pradesh,cec,80000
Barkatullaah University,462,Madhya Pradesh,hec,80000
Barkatullaah University,462,Madhya Pradesh,general,80000
Bastar Vishwavidyalaya,Jagdalpur,Chhattisgarh,mpc,80000
Bastar Vishwavidyalaya,Jagdalpur,Chhattisgarh,bipc,80000
Bastar Vishwavidyalaya,Jagdalpur,Chhattisgarh,cec,80000
Bastar Vishwavidyalaya,Jagdalpur,Chhattisgarh,hec,80000
Bastar Vishwavidyalaya,Jagdalpur,Chhattisgarh,general,80000
Berhampur University,760,Odisha,mpc,80000
Berhampur University,760,Odisha,bipc,80000
Berhampur University,760,Odisha,cec,80000
Berhampur University,760,Odisha,hec,80000
Berhampur University,760,Odisha,general,80000
Bhagat Phool Singh Mahila Vishwavidyalaya,Khanpur,Haryana,mpc,80000
Bhagat Phool Singh Mahila Vishwavidyalaya,Khanpur,Haryana,bipc,80000
Bhagat Phool Singh Mahila Vishwavidyalaya,Khanpur,Haryana,cec,80000
Bhagat Phool Singh Mahila Vishwavidyalaya,Khanpur,Haryana,hec,80000
Bhagat Phool Singh Mahila Vishwavidyalaya,Khanpur,Haryana,general,80000
Bharathiar University,641,Tamil Nadu,mpc,80000
Bharathiar University,641,Tamil Nadu,bipc,80000
Bharathiar University,641,Tamil Nadu,cec,80000
Bharathiar University,641,Tamil Nadu,hec,80000
Bharathiar University,641,Tamil Nadu,general,80000
Bharathidasan University,Palkalaiperur,Tamil Nadu,mpc,80000
Bharathidasan University,Palkalaiperur,Tamil Nadu,bipc,80000
Bharathidasan University,Palkalaiperur,Tamil Nadu,cec,80000
Bharathidasan University,Palkalaiperur,Tamil Nadu,hec,80000
Bharathidasan University,Palkalaiperur,Tamil Nadu,general,80000
Krishnakumarsinhji Bhavnagar University,Gauri,Gujarat,mpc,80000
Krishnakumarsinhji Bhavnagar University,Gauri,Gujarat,bipc,80000
Krishnakumarsinhji Bhavnagar University,Gauri,Gujarat,cec,80000
Krishnakumarsinhji Bhavnagar University,Gauri,Gujarat,hec,80000
Krishnakumarsinhji Bhavnagar University,Gauri,Gujarat,general,80000
Bhupender Narayan Mandal University,852,Bihar,mpc,80000
Bhupender Narayan Mandal University,852,Bihar,bipc,80000
Bhupender Narayan Mandal University,852,Bihar,cec,80000
Bhupender Narayan Mandal University,852,Bihar,hec,80000
Bhupender Narayan Mandal University,852,Bihar,general,80000
Bidhan Chandra Krishi Vishwavidyalaya,Mohanpur,West Bengal,mpc,80000
Bidhan Chandra Krishi Vishwavidyalaya,Mohanpur,West Bengal,bipc,80000
Bidhan Chandra Krishi Vishwavidyalaya,Mohanpur,West Bengal,cec,80000
Bidhan Chandra Krishi Vishwavidyalaya,Mohanpur,West Bengal,hec,80000
Bidhan Chandra Krishi Vishwavidyalaya,Mohanpur,West Bengal,general,80000
Biju Patnaik University of Technology,Rourkela,Orissa,mpc,60000
Biju Patnaik University of Technology,Rourkela,Orissa,bipc,60000
Biju Patnaik University of Technology,Rourkela,Orissa,cec,60000
Biju Patnaik University of Technology,Rourkela,Orissa,hec,60000
Biju Patnaik University of Technology,Rourkela,Orissa,general,60000
Birsa Agricultural University,834,Jharkhand,mpc,80000
Birsa Agricultural University,834,Jharkhand,bipc,80000
Birsa Agricultural University,834,Jharkhand,cec,80000
Birsa Agricultural University,834,Jharkhand,hec,80000
Birsa Agricultural University,834,Jharkhand,general,80000
Bundelkhand University,284,Uttar Pradesh,mpc,80000
Bundelkhand University,284,Uttar Pradesh,bipc,80000
Bundelkhand University,284,Uttar Pradesh,cec,80000
Bundelkhand University,284,Uttar Pradesh,hec,80000
Bundelkhand University,284,Uttar Pradesh,general,80000
Burdwan University,Rajbati,West Bengal,mpc,80000
Burdwan University,Rajbati,West Bengal,bipc,80000
Burdwan University,Rajbati,West Bengal,cec,80000
Burdwan University,Rajbati,West Bengal,hec,80000
Burdwan University,Rajbati,West Bengal,general,80000
Calcutta University,700,West Bengal,mpc,80000
Calcutta University,700,West Bengal,bipc,80000
Calcutta University,700,West Bengal,cec,80000
Calcutta University,700,West Bengal,hec,80000
Calcutta University,700,West Bengal,general,80000
Calicut University,Calicut,Kerala,mpc,80000
Calicut University,Calicut,Kerala,bipc,80000
Calicut University,Calicut,Kerala,cec,80000
Calicut University,Calicut,Kerala,hec,80000
Calicut University,Calicut,Kerala,general,80000
CEPT University,380009,Gujarat,mpc,80000
CEPT University,380009,Gujarat,bipc,80000
CEPT University,380009,Gujarat,cec,80000
CEPT University,380009,Gujarat,hec,80000
CEPT University,380009,Gujarat,general,80000
Chanakya National Law University,800001,Bihar,mpc,80000
Chanakya National Law University,800001,Bihar,bipc,80000
Chanakya National Law University,800001,Bihar,cec,80000
Chanakya National Law University,800001,Bihar,hec,80000
Chanakya National Law University,800001,Bihar,general,80000
Chandr Shekhar Azad University of Agriculture & Technology,208,Uttar Pradesh,mpc,60000
Chandr Shekhar Azad University of Agriculture & Technology,208,Uttar Pradesh,bipc,60000
Chandr Shekhar Azad University of Agriculture & Technology,208,Uttar Pradesh,cec,60000
Chandr Shekhar Azad University of Agriculture & Technology,208,Uttar Pradesh,hec,60000
Chandr Shekhar Azad University of Agriculture & Technology,208,Uttar Pradesh,general,60000
Chatrapati Sahuji Maharaj Kanpur University,Kalyanpur,Uttar Pradesh,mpc,80000
Chatrapati Sahuji Maharaj Kanpur University,Kalyanpur,Uttar Pradesh,bipc,80000
Chatrapati Sahuji Maharaj Kanpur University,Kalyanpur,Uttar Pradesh,cec,80000
Chatrapati Sahuji Maharaj Kanpur University,Kalyanpur,Uttar Pradesh,hec,80000
Chatrapati Sahuji Maharaj Kanpur University,Kalyanpur,Uttar Pradesh,general,80000
Chaudhary Devi Lal University,Sirsa,Haryana,mpc,80000
Chaudhary Devi Lal University,Sirsa,Haryana,bipc,80000
Chaudhary Devi Lal University,Sirsa,Haryana,cec,80000
Chaudhary Devi Lal University,Sirsa,Haryana,hec,80000
Chaudhary Devi Lal University,Sirsa,Haryana,general,80000
Chhattisgarh Swami Vivekanad Technical Universty,490009,Chhattisgarh,mpc,80000
Chhattisgarh Swami Vivekanad Technical Universty,490009,Chhattisgarh,bipc,80000
Chhattisgarh Swami Vivekanad Technical Universty,490009,Chhattisgarh,cec,80000
Chhattisgarh Swami Vivekanad Technical Universty,490009,Chhattisgarh,hec,80000
Chhattisgarh Swami Vivekanad Technical Universty,490009,Chhattisgarh,general,80000
Choudary Charan Singh Haryana Agricultural Univeersity,125,Haryana,mpc,80000
Choudary Charan Singh Haryana Agricultural Univeersity,125,Haryana,bipc,80000
Choudary Charan Singh Haryana Agricultural Univeersity,125,Haryana,cec,80000
Choudary Charan Singh Haryana Agricultural Univeersity,125,Haryana,hec,80000
Choudary Charan Singh Haryana Agricultural Univeersity,125,Haryana,general,80000
Choudary Charan Singh University,200,Uttar Pradesh,mpc,80000
Choudary Charan Singh University,200,Uttar Pradesh,bipc,80000
Choudary Charan Singh University,200,Uttar Pradesh,cec,80000
Choudary Charan Singh University,200,Uttar Pradesh,hec,80000
Choudary Charan Singh University,200,Uttar Pradesh,general,80000
Cochin Unviersity of Science & Technology,682,Kerala,mpc,80000
Cochin Unviersity of Science & Technology,682,Kerala,bipc,80000
Cochin Unviersity of Science & Technology,682,Kerala,cec,80000
Cochin Unviersity of Science & Technology,682,Kerala,hec,80000
Cochin Unviersity of Science & Technology,682,Kerala,general,80000
Davangere University,Shivagangothri,Karnataka,mpc,80000
Davangere University,Shivagangothri,Karnataka,bipc,80000
Davangere University,Shivagangothri,Karnataka,cec,80000
Davangere University,Shivagangothri,Karnataka,hec,80000
Davangere University,Shivagangothri,Karnataka,general,80000
Deen Bandhu Chhotu Ram University of Sciences & Technology,Murthal,Haryana,mpc,60000
Deen Bandhu Chhotu Ram University of Sciences & Technology,Murthal,Haryana,bipc,60000
Deen Bandhu Chhotu Ram University of Sciences & Technology,Murthal,Haryana,cec,60000
Deen Bandhu Chhotu Ram University of Sciences & Technology,Murthal,Haryana,hec,60000
Deen Bandhu Chhotu Ram University of Sciences & Technology,Murthal,Haryana,general,60000
Deen Dayal Upadhyay Gorakhpur University,273,Uttar Pradesh,mpc,80000
Deen Dayal Upadhyay Gorakhpur University,273,Uttar Pradesh,bipc,80000
Deen Dayal Upadhyay Gorakhpur University,273,Uttar Pradesh,cec,80000
Deen Dayal Upadhyay Gorakhpur University,273,Uttar Pradesh,hec,80000
Deen Dayal Upadhyay Gorakhpur University,273,Uttar Pradesh,general,80000
Devi Ahilya Vishwavidyalaya,R.N.Tagore,Madhya Pradesh,mpc,80000
Devi Ahilya Vishwavidyalaya,R.N.Tagore,Madhya Pradesh,bipc,80000
Devi Ahilya Vishwavidyalaya,R.N.Tagore,Madhya Pradesh,cec,80000
Devi Ahilya Vishwavidyalaya,R.N.Tagore,Madhya Pradesh,hec,80000
Devi Ahilya Vishwavidyalaya,R.N.Tagore,Madhya Pradesh,general,80000
Dharmsinh Desai University,387001,Gujarat,mpc,80000
Dharmsinh Desai University,387001,Gujarat,bipc,80000
Dharmsinh Desai University,387001,Gujarat,cec,80000
Dharmsinh Desai University,387001,Gujarat,hec,80000
Dharmsinh Desai University,387001,Gujarat,general,80000
Dibrugarh University,786,Assam,mpc,80000
Dibrugarh University,786,Assam,bipc,80000
Dibrugarh University,786,Assam,cec,80000
Dibrugarh University,786,Assam,hec,80000
Dibrugarh University,786,Assam,general,80000
Doon University,Campus,Uttarakhand,mpc,80000
Doon University,Campus,Uttarakhand,bipc,80000
Doon University,Campus,Uttarakhand,cec,80000
Doon University,Campus,Uttarakhand,hec,80000
Doon University,Campus,Uttarakhand,general,80000
Dr. B.R.Ambedkar   University,Srikakulam,Andhra Pradesh,mpc,80000
Dr. B.R.Ambedkar   University,Srikakulam,Andhra Pradesh,bipc,80000
Dr. B.R.Ambedkar   University,Srikakulam,Andhra Pradesh,cec,80000
Dr. B.R.Ambedkar   University,Srikakulam,Andhra Pradesh,hec,80000
Dr. B.R.Ambedkar   University,Srikakulam,Andhra Pradesh,general,80000
Dr. B.R.Ambedkar Open University,500,Telangana,mpc,25000
Dr. B.R.Ambedkar Open University,500,Telangana,bipc,25000
Dr. B.R.Ambedkar Open University,500,Telangana,cec,25000
Dr. B.R.Ambedkar Open University,500,Telangana,hec,25000
Dr. B.R.Ambedkar Open University,500,Telangana,general,25000
Dr. B.R. Ambedkar University,282,Uttar Pradesh,mpc,80000
Dr. B.R. Ambedkar University,282,Uttar Pradesh,bipc,80000
Dr. B.R. Ambedkar University,282,Uttar Pradesh,cec,80000
Dr. B.R. Ambedkar University,282,Uttar Pradesh,hec,80000
Dr. B.R. Ambedkar University,282,Uttar Pradesh,general,80000
Dr. Babasaheb Ambedkar Marathwada University,University,Maharashtra,mpc,80000
Dr. Babasaheb Ambedkar Marathwada University,University,Maharashtra,bipc,80000
Dr. Babasaheb Ambedkar Marathwada University,University,Maharashtra,cec,80000
Dr. Babasaheb Ambedkar Marathwada University,University,Maharashtra,hec,80000
Dr. Babasaheb Ambedkar Marathwada University,University,Maharashtra,general,80000
Dr. Babasaheb Ambedkar Open University,Jyotirmay,Gujarat,mpc,25000
Dr. Babasaheb Ambedkar Open University,Jyotirmay,Gujarat,bipc,25000
Dr. Babasaheb Ambedkar Open University,Jyotirmay,Gujarat,cec,25000
Dr. Babasaheb Ambedkar Open University,Jyotirmay,Gujarat,hec,25000
Dr. Babasaheb Ambedkar Open University,Jyotirmay,Gujarat,general,25000
Dr. Babasaheb AmbedkarTechnological University,Raigad.,Maharashtra,mpc,80000
Dr. Babasaheb AmbedkarTechnological University,Raigad.,Maharashtra,bipc,80000
Dr. Babasaheb AmbedkarTechnological University,Raigad.,Maharashtra,cec,80000
Dr. Babasaheb AmbedkarTechnological University,Raigad.,Maharashtra,hec,80000
Dr. Babasaheb AmbedkarTechnological University,Raigad.,Maharashtra,general,80000
Dr. Punjabrao Deshmukh Krishi Vidyapeeth,444,Maharashtra,mpc,80000
Dr. Punjabrao Deshmukh Krishi Vidyapeeth,444,Maharashtra,bipc,80000
Dr. Punjabrao Deshmukh Krishi Vidyapeeth,444,Maharashtra,cec,80000
Dr. Punjabrao Deshmukh Krishi Vidyapeeth,444,Maharashtra,hec,80000
Dr. Punjabrao Deshmukh Krishi Vidyapeeth,444,Maharashtra,general,80000
Dr. Ram Manohar Lohia Awadh University,224,Uttar Pradesh,mpc,80000
Dr. Ram Manohar Lohia Awadh University,224,Uttar Pradesh,bipc,80000
Dr. Ram Manohar Lohia Awadh University,224,Uttar Pradesh,cec,80000
Dr. Ram Manohar Lohia Awadh University,224,Uttar Pradesh,hec,80000
Dr. Ram Manohar Lohia Awadh University,224,Uttar Pradesh,general,80000
Dr. Ram Manohar Lohiya National Law University,L.D.A.Kanpur,Uttar Pradesh,mpc,80000
Dr. Ram Manohar Lohiya National Law University,L.D.A.Kanpur,Uttar Pradesh,bipc,80000
Dr. Ram Manohar Lohiya National Law University,L.D.A.Kanpur,Uttar Pradesh,cec,80000
Dr. Ram Manohar Lohiya National Law University,L.D.A.Kanpur,Uttar Pradesh,hec,80000
Dr. Ram Manohar Lohiya National Law University,L.D.A.Kanpur,Uttar Pradesh,general,80000
Dr. Shakuntala Misra National Rehabilitation University,5th,Uttar Pradesh,mpc,80000
Dr. Shakuntala Misra National Rehabilitation University,5th,Uttar Pradesh,bipc,80000
Dr. Shakuntala Misra National Rehabilitation University,5th,Uttar Pradesh,cec,80000
Dr. Shakuntala Misra National Rehabilitation University,5th,Uttar Pradesh,hec,80000
Dr. Shakuntala Misra National Rehabilitation University,5th,Uttar Pradesh,general,80000
Dr. Y.S.Parmar University of Horticulture & Forestry,173230,Himachal Pradesh,mpc,60000
Dr. Y.S.Parmar University of Horticulture & Forestry,173230,Himachal Pradesh,bipc,60000
Dr. Y.S.Parmar University of Horticulture & Forestry,173230,Himachal Pradesh,cec,60000
Dr. Y.S.Parmar University of Horticulture & Forestry,173230,Himachal Pradesh,hec,60000
Dr. Y.S.Parmar University of Horticulture & Forestry,173230,Himachal Pradesh,general,60000
Dravidian University,517,Andhra Pradesh,mpc,80000
Dravidian University,517,Andhra Pradesh,bipc,80000
Dravidian University,517,Andhra Pradesh,cec,80000
Dravidian University,517,Andhra Pradesh,hec,80000
Dravidian University,517,Andhra Pradesh,general,80000
Fakir Mohan University,Vyas,Orissa,mpc,80000
Fakir Mohan University,Vyas,Orissa,bipc,80000
Fakir Mohan University,Vyas,Orissa,cec,80000
Fakir Mohan University,Vyas,Orissa,hec,80000
Fakir Mohan University,Vyas,Orissa,general,80000
G.B.Pant University of Agriculture & Technology,263,Uttarakhand,mpc,60000
G.B.Pant University of Agriculture & Technology,263,Uttarakhand,bipc,60000
G.B.Pant University of Agriculture & Technology,263,Uttarakhand,cec,60000
G.B.Pant University of Agriculture & Technology,263,Uttarakhand,hec,60000
G.B.Pant University of Agriculture & Technology,263,Uttarakhand,general,60000
Gauhati University,781014,Assam,mpc,80000
Gauhati University,781014,Assam,bipc,80000
Gauhati University,781014,Assam,cec,80000
Gauhati University,781014,Assam,hec,80000
Gauhati University,781014,Assam,general,80000
Univesity of Gour Banga,N.H.,West Bengal,mpc,80000
Univesity of Gour Banga,N.H.,West Bengal,bipc,80000
Univesity of Gour Banga,N.H.,West Bengal,cec,80000
Univesity of Gour Banga,N.H.,West Bengal,hec,80000
Univesity of Gour Banga,N.H.,West Bengal,general,80000
Gautam Buddha University,Nagar,Uttar Pradesh,mpc,80000
Gautam Buddha University,Nagar,Uttar Pradesh,bipc,80000
Gautam Buddha University,Nagar,Uttar Pradesh,cec,80000
Gautam Buddha University,Nagar,Uttar Pradesh,hec,80000
Gautam Buddha University,Nagar,Uttar Pradesh,general,80000
Goa University,Teleiogao,Goa,mpc,80000
Goa University,Teleiogao,Goa,bipc,80000
Goa University,Teleiogao,Goa,cec,80000
Goa University,Teleiogao,Goa,hec,80000
Goa University,Teleiogao,Goa,general,80000
Gujarat Ayurveda University,361,Gujarat,mpc,80000
Gujarat Ayurveda University,361,Gujarat,bipc,80000
Gujarat Ayurveda University,361,Gujarat,cec,80000
Gujarat Ayurveda University,361,Gujarat,hec,80000
Gujarat Ayurveda University,361,Gujarat,general,80000
Gujarat National Law University,Attalika,Gujarat,mpc,80000
Gujarat National Law University,Attalika,Gujarat,bipc,80000
Gujarat National Law University,Attalika,Gujarat,cec,80000
Gujarat National Law University,Attalika,Gujarat,hec,80000
Gujarat National Law University,Attalika,Gujarat,general,80000
Gujarat Technological University,,Gujarat,mpc,80000
Gujarat Technological University,,Gujarat,bipc,80000
Gujarat Technological University,,Gujarat,cec,80000
Gujarat Technological University,,Gujarat,hec,80000
Gujarat Technological University,,Gujarat,general,80000
Gujarat University,380,Gujarat,mpc,80000
Gujarat University,380,Gujarat,bipc,80000
Gujarat University,380,Gujarat,cec,80000
Gujarat University,380,Gujarat,hec,80000
Gujarat University,380,Gujarat,general,80000
Gulbarga University,585,Karnataka,mpc,80000
Gulbarga University,585,Karnataka,bipc,80000
Gulbarga University,585,Karnataka,cec,80000
Gulbarga University,585,Karnataka,hec,80000
Gulbarga University,585,Karnataka,general,80000
Guru Angad Dev Veterinary & Animal Sciences University,Ferozepur,Punjab,mpc,80000
Guru Angad Dev Veterinary & Animal Sciences University,Ferozepur,Punjab,bipc,80000
Guru Angad Dev Veterinary & Animal Sciences University,Ferozepur,Punjab,cec,80000
Guru Angad Dev Veterinary & Animal Sciences University,Ferozepur,Punjab,hec,80000
Guru Angad Dev Veterinary & Animal Sciences University,Ferozepur,Punjab,general,80000
Guru Jambeshwar University of Science and Technology,125,Haryana,mpc,60000
